Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,
DOH000000000008956,8956,DOH000000000009346,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,PAYAR BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,PAYAR,DMO (DOH Rep),11/11/2014,15532070,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9164769366,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,ZACARIAS,VIRGINIA,AQUINO,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.8894176,120.3105821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009330,9330,,,,,,,,,,,,,,,,,,,,,,PEREZ BOULEVARD BARANGAY HEALTH STATION,Unknown,01/01/2010,,,,,,,,,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010,,,,,,,,,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PEREZ BOULEVARD (POB.),Unknown,01/01/2010,15532071,2420,DOH/KMITS,11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.926,120.35184,CHD (GPS),13/02/2014,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009319,9319,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PNR SITE BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PNR STATION SITE,Unknown,01/01/2010,15532081,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.931311,120.351089,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009001,9001,, ,,, ,,, ,,, ,, ,,, ,,, ,,,POLO BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,POLO,Unknown,01/01/2010,15532072,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.8954176,120.3217821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009337,9337,, ,,, ,,, ,,, ,, ,,, ,,, ,,,QUEZON BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,QUEZON BOULEVARD (POB.),DMO (DOH Rep),11/11/2014,15532073,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9212832258,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,DE LOS SANTOS,MA. GLORIA,MALICDEM,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9303176,120.3539821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008884,8884,, ,,, ,,, ,,, ,, ,,, ,,, ,,,QUINTONG BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,QUINTONG,Unknown,01/01/2010,15532074,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.962401,120.319604,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009332,9332,,,,,,,,,,,,,,,,,,,,,,RIZAL BARANGAY HEALTH STATION,Unknown,01/01/2010,,,,,,,,,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010,,,,,,,,,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,RIZAL (POB.),Unknown,01/01/2010,15532075,2420,DOH/KMITS,11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9309176,120.3459821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008905,8905,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ROXAS BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,ROXAS BOULEVARD (POB.),Unknown,01/01/2010,15532076,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.9280952,120.3542849,WHO (Barangay Centroid),07/08/2015,Low,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009061,9061,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SALINAP BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,SITIO CENTRO,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,SALINAP,DMO (DOH Rep),11/11/2014,15532077,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9166971792,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,GARCIA,THELMA,VILA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.8875176,120.2725821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000001727,1727,DOH000000000003135,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,SAN CARLOS CITY HEALTH OFFICE,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,PALARIS STREET,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,PALARIS (POB.),DMO (DOH Rep),11/11/2014,15532061,2420,DOH/KMITS,11/11/2014,+63 759555917,DMO (DOH Rep),11/11/2014, , ,, , ,,,,,+63 759555917,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,GUINTO,EDWIN,DE VERA,DMO (DOH Rep),11/11/2014,City Health Officer,DMO (DOH Rep),11/11/2014,15.9253176,120.3449821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008773,8773,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SAN CARLOS CITY RURAL HEALTH UNIT I,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,ROXAS STREET CORNER MAMARLAO SCCP,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,ROXAS BOULEVARD (POB.),DMO (DOH Rep),11/11/2014,15532076,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,"DE VERA, JR.",JUAN,MENOR,DMO (DOH Rep),11/11/2014,Rural Health Physician,DMO (DOH Rep),11/11/2014,15.9337,120.3462333,DOH/IAS (GPS),07/08/2015,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008795,8795,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SAN CARLOS CITY RURAL HEALTH UNIT II,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,AGDAO,DMO (DOH Rep),11/11/2014,15532002,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9334637550,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,BENITEZ,SUSAN,LOPEZ,DMO (DOH Rep),11/11/2014,Rural Health Physician,DMO (DOH Rep),11/11/2014,15.9147176,120.3302821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008861,8861,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SAN CARLOS CITY RURAL HEALTH UNIT III,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,TALANG,DMO (DOH Rep),11/11/2014,15532083,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9328482562,DMO (DOH Rep),11/11/2014,,,, , ,,amirusbanaag@yahoo.com,DMO (DOH Rep),11/11/2014, , ,, , ,,FERRER,LORELIE,DE LUNA,DMO (DOH Rep),11/11/2014,Rural Health Physician,DMO (DOH Rep),11/11/2014,15.9044167,120.3078,DOH/IAS (GPS),07/08/2015,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000002066,2066,DOH000000000008864,DOH/KMITS,01/07/2013,,,,,,,,,,,,,,,,,,,SAN CARLOS CITY RURAL HEALTH UNIT IV,DMO (DOH Rep),11/11/2014,,,,,,,,,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,TURAC,DMO (DOH Rep),11/11/2014,15532090,2420,DOH/KMITS,11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,DELOS SANTOS,ISAIAS,AGBUYA,DMO (DOH Rep),11/11/2014,Rural Health Physician,DMO (DOH Rep),11/11/2014,15.896667,120.372272,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000004609,4609,DOH000000000008866,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,SAN CARLOS RURAL HEALTH UNIT V,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,MANZON,DMO (DOH Rep),11/11/2014,15532052,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,LOMIBA0,RODELINE,BAUTISTA,DMO (DOH Rep),11/11/2014,Rural Health Physician,DMO (DOH Rep),11/11/2014,15.940038,120.352654,WHO (Barangay Centroid),07/08/2015,Low,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009110,9110,DOH000000000009115,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,SAN JUAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014,MESTIZO NORTE BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,CENTRO,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,SAN JUAN,DMO (DOH Rep),11/11/2014,15532078,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9178664441,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,GARCIA,SHERYLL,RESUELLO,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9147176,120.3302821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008899,8899,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SAN PEDRO BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,SAN PEDRO-TALOY,DMO (DOH Rep),11/11/2014,15532079,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9364274452,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,ESTEMBER,CARMELITA,PADUA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.926322,120.341008,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009161,9161,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SAPINIT BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,SAN PEDRO-TALOY,Unknown,01/01/2010,15532079,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.913264,120.378169,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000034005,34005,,,,,,,,,,,,,,,,,,,,,,SAPINIT BARANGAY HEALTH STATION,DMO (DOH Rep),06/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),06/10/2017,Government,DMO (DOH Rep),06/10/2017,Local Government Unit,DMO (DOH Rep),06/10/2017,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),06/10/2017,10000000,PANGASINAN,DMO (DOH Rep),06/10/2017,15500000,SAN CARLOS CITY,DMO (DOH Rep),06/10/2017,15532000,SAPINIT,DMO (DOH Rep),06/10/2017,15532080,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAGUIOA,ROSIE,TAMONDONG,DMO (DOH Rep),06/10/2017,Rural Health Midwife,DMO (DOH Rep),06/10/2017,15.913264,120.378169,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/10/2017,Not Applicable,DMO (DOH Rep),06/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000039076,39076,,,,,,,,,,,,,,,,,,,,,,SHE'S BIRTHING HOME,Regional Office,23/07/2020,,,,,,,,,,Birthing Home,Regional Office,23/07/2020,Private,Regional Office,23/07/2020,,,,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,23/07/2020,10000000,PANGASINAN,Regional Office,23/07/2020,15500000,SAN CARLOS CITY,Regional Office,23/07/2020,15532000,,,,,,,,,,,,,,0917-899-3431,Regional Office,23/07/2020,,,,,,,shesbirthinghome8@yahoo.com,Regional Office,23/07/2020,,,,,,,GARCIA,JAMES VAN,,Regional Office,23/07/2020,,,,,,,,,,Active,Regional Office,23/07/2020,,,,,,,For Approval,,With License,Regional Office,23/07/2020,3,Regional Office,23/07/2020,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009020,9020,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SUPO BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,SUPO,Unknown,01/01/2010,15532082,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.8379176,120.2958821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009067,9067,, ,,, ,,, ,,, ,, ,,, ,,, ,,,TAMAYO BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,TAMAYO,Unknown,01/01/2010,15532084,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.8806176,120.2850821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009326,9326,, ,,, ,,, ,,, ,, ,,, ,,, ,,,TANDANG SORA BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,TANDANG SORA,Unknown,01/01/2010,15532092,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.929194,120.349961,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008881,8881,, ,,, ,,, ,,, ,, ,,, ,,, ,,,TANDOC BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,TANDOC,DMO (DOH Rep),11/11/2014,15532085,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9327815378,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,SARMIENTO,GLORIA,REYES,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.958654,120.328615,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
